model,hf_model,n_train,n_test,epochs,batch_size,max_length,cause_accuracy,cause_macro_f1,service_accuracy,service_macro_f1,severity_accuracy,severity_macro_f1,action_accuracy,action_macro_f1,full_exact,evidence_precision,evidence_recall,evidence_f1
RoBERTa (distilroberta-base),distilroberta-base,300,75,2,8,256,0.7866666666666666,0.7878138528138527,0.44,0.17559523809523808,0.3466666666666667,0.12871287128712872,0.7466666666666667,0.7497287897287898,0.08,0.8133802816901409,0.9428571428571428,0.8733459357277883
