model,cause_macro_f1,service_macro_f1,severity_macro_f1,action_macro_f1,full_exact,evidence_f1
RoBERTa (distilroberta-base),0.7878138528138527,0.17559523809523808,0.12871287128712872,0.7497287897287898,0.08,0.8733459357277883
